full_name,repo,description,stars,forks,language,user,name,type,location,lat,long,city,country,rank,prs_open,prs_closed,issues_open,issues_closed,contributors, commits
wonderkiln/blurkit-android,blurkit-android,The missing Android blurring library. Fast blur-behind layout that parallels iOS.,1619,124,Java,wonderkiln,WonderKiln,Organization,"Akron, Ohio",41.0814447,-81.5190053,Akron,United States,406,0,5,5,5,6,43
pypa/pipfile,pipfile,,1617,36,Python,pypa,Python Packaging Authority,Organization,,,,,,407,0,17,16,11,14,66
brownhci/WebGazer,WebGazer,WebGazer.js: Scalable Webcam EyeTracking Using User Interactions,1611,141,JavaScript,brownhci,,Organization,,,,,,408,1,11,23,16,8,205
junyanz/iGAN,iGAN,iGAN: Interactive Image Generation via Generative Adversarial Networks,1608,132,Python,junyanz,Jun-Yan Zhu,User,"Berkeley, CA",37.8715926,-122.272747,Berkeley,United States,409.5,0,0,0,4,1,32
sfsheng0322/StickyHeaderListView,StickyHeaderListView,打造炫酷列表之 StickyHeaderListView：标题渐变、吸附悬浮、筛选分类、动态头部等,1608,468,Java,sfsheng0322,孙福生,User,北京,39.904211,116.407395,Beijing,China,409.5,0,0,0,12,1,45
KaimingHe/deep-residual-networks,deep-residual-networks,Deep Residual Learning for Image Recognition ,1602,614,,KaimingHe,Kaiming He,User,,,,,,411.5,4,6,20,7,6,36
ageitgey/amplify,amplify,A Jekyll html theme in the vague style of Medium.com built using Google AMP,1602,97,CSS,ageitgey,Adam Geitgey,User,Various places,,,,,411.5,0,16,0,4,15,44
Ramotion/paper-onboarding,paper-onboarding,PaperOnboarding is a material design slider,1597,120,Swift,Ramotion,Ramotion,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,413,1,7,13,10,7,90
jakarmy/swift-summary,swift-summary,A summary of Apple's Swift language written on Playgrounds,1595,148,Swift,jakarmy,Juan Antonio Karmy,User,"Santiago, Chile",-33.4488897,-70.6692655,Santiago,Chile,414,0,14,3,2,7,55
dangdangdotcom/sharding-jdbc,sharding-jdbc,A JDBC driver for shard databases and tables,1592,775,Java,dangdangdotcom,,Organization,,,,,,415.5,0,31,22,159,7,343
kdchang/reactjs101,reactjs101,"從零開始學 ReactJS（ReactJS 101）是一本希望讓初學者一看就懂的 ReactJS 中文入門教學書，由淺入深學習 ReactJS 生態系 (Flux, Redux, React Router, ImmutableJS, React Native, Relay/GraphQL etc.)。",1592,376,JavaScript,kdchang,KD Chang,User,"Taiwan, Taipei",25.0329636,121.5654268,,Taiwan,415.5,2,22,13,18,15,483
tastejs/awesome-app-ideas,awesome-app-ideas,List of awesome app ideas,1588,127,,tastejs,TasteJS,Organization,From a galaxy far far away,,,,,417,2,19,4,1,13,31
zhengwenming/WMPlayer,WMPlayer,WMPlayer视频播放器，AVPlayer的封装，继承UIView，想怎么玩就怎么玩。支持播放mp4、m3u8、3gp、mov，网络和本地视频同时支持。全屏和小屏播放同时支持。自动感应旋转屏幕。,1585,439,Objective-C,zhengwenming,文明,User,北京,39.904211,116.407395,Beijing,China,418.5,0,10,55,8,5,153
mehrdadrad/mylg,mylg,Network Diagnostic Tool,1585,97,Go,mehrdadrad,Mehrdad Arshad Rad,User,"Los Angeles, CA",34.0522342,-118.2436849,Los Angeles,United States,418.5,0,28,7,39,7,652
sdispater/pendulum,pendulum,Python datetimes made easy,1582,51,Python,sdispater,Sébastien Eustace,User,,,,,,420,1,29,5,51,19,321
TangoAgency/material-intro-screen,material-intro-screen,Inspired by Heinrich Reimer Material Intro and developed with love from scratch ,1580,154,Java,TangoAgency,Tango Agency,Organization,Krakow,50.0646501,19.9449799,Kraków,Poland,421,2,23,13,23,2,68
vmware/harbor,harbor,An enterprise-class container registry server based on Docker Distribution,1572,434,Go,vmware,VMware ,Organization,"Palo Alto, CA",37.4418834,-122.1430195,Palo Alto,United States,422,6,670,119,487,43,2146
MoZhouqi/KMNavigationBarTransition,KMNavigationBarTransition,"A drop-in universal library helps you to manage the navigation bar styles and makes transition animations smooth between different navigation bar styles while pushing or popping a view controller for all orientations. And you don't need to write any line of code for it, it all happens automatically.",1570,192,Objective-C,MoZhouqi,Zhouqi Mo,User,"Shanghai, China",31.230416,121.473701,Shanghai,China,423,1,5,0,42,3,34
MicheleBertoli/react-fix-it,react-fix-it,Automagically generate tests from errors,1567,15,JavaScript,MicheleBertoli,Michele Bertoli,User,"London, UK",51.5073509,-0.1277583,London,United Kingdom,424,0,2,0,1,2,19
artf/grapesjs,grapesjs,Free and Open source Web Builder Framework. Next generation tool for building templates without coding,1565,162,JavaScript,artf,Artur Arseniev,User,Italy,41.87194,12.56738,,Italy,425,0,8,3,15,2,419
alibaba/AliSQL,AliSQL,AliSQL is a MySQL branch originated from Alibaba Group. Fetch document from Release Notes at bottom.,1564,361,C++,alibaba,Alibaba,Organization,"Hangzhou, China",30.274085,120.15507,Hangzhou,China,426,0,0,20,15,43,259
jenkinsci/blueocean-plugin,blueocean-plugin,Blue Ocean is a reboot of the Jenkins CI/CD User Experience,1562,139,Java,jenkinsci,Jenkins,Organization,"Santa Clara, CA",37.3541079,-121.9552356,Santa Clara,United States,427,14,658,0,0,25,1992
docker/labs,labs,This is a collection of tutorials for learning how to use Docker with various tools. Contributions welcome.,1560,346,PHP,docker,Docker,Organization,,,,,,428,1,112,7,26,38,263
wix/react-native-navigation,react-native-navigation,"A complete native navigation solution for React Native - nav bars, tabs, drawer, modals",1559,238,Objective-C,wix,Wix.com,Organization,"Tel Aviv, Vilnius, Dnipropetrovsk, Kiev, San Francisco, Miami, NYC",,,,,429,12,114,169,335,18,1126
secgroundzero/warberry,warberry,WarBerryPi - Tactical Exploitation,1556,187,HTML,secgroundzero,SecGroundZero,User,,,,,,430,2,24,1,48,2,251
mzucker/noteshrink,noteshrink,"Convert scans of handwritten notes to beautiful, compact PDFs",1555,111,Python,mzucker,Matt Zucker,User,"Philadelphia, PA",39.9525839,-75.1652215,Philadelphia,United States,431,1,3,3,9,4,43
bigardone/phoenix-trello,phoenix-trello,"Trello tribute done in Elixir, Phoenix Framework, React and Redux.",1551,229,JavaScript,bigardone,Ricardo García Vega,User,"Asturias, Spain",43.3613953,-5.8593267,,Spain,432,1,19,6,17,14,364
jakiestfu/himawari.js,himawari.js,Download real-time images of Earth from the Himawari-8 satellite,1549,80,JavaScript,jakiestfu,Jacob Kelley,User,Los Angeles,34.0522342,-118.2436849,Los Angeles,United States,433,1,14,3,8,5,57
begeekmyfriend/yasea,yasea,RTMP streaming client for Android,1544,470,C,begeekmyfriend,Leo Ma,User,,,,,,434,0,28,20,241,4,240
mathieudutour/git-sketch-plugin,git-sketch-plugin,A Git client generating pretty diffs built right into Sketch.,1542,62,JavaScript,mathieudutour,Mathieu Dutour,User,London,51.5073509,-0.1277583,London,United Kingdom,435,2,12,9,54,3,106
satoshiiizuka/siggraph2016_colorization,siggraph2016_colorization,Code for the paper 'Let there be Color!: Joint End-to-end Learning of Global and Local Image Priors for Automatic Image Colorization with Simultaneous Classification'. ,1540,173,Lua,satoshiiizuka,Satoshi Iizuka,User,Tokyo,35.6894875,139.6917064,,Japan,436,2,3,3,8,5,16
gabrielrcouto/php-gui,php-gui,Extensionless PHP Graphic User Interface library,1539,135,PHP,gabrielrcouto,Gabriel Rodrigues Couto,User,"Campinas, Brazil",-22.9098833,-47.0625812,,Brazil,437,3,66,10,25,14,143
atConf/atswift-2016-resources,atswift-2016-resources,"Resource files for atswift conference 2016, including keynote, pdf, source projects or playgrounds. 2016中国Swift开发者大会源文件，包括keynote, pdf 和源工程文件",1538,299,,atConf,@Conf,Organization,"Beijing, China",39.904211,116.407395,Beijing,China,438,0,1,6,2,3,9
romannurik/MaterialColorsApp,MaterialColorsApp,A handy little Mac app that gives you quick access to the standard material design color palette.,1535,96,JavaScript,romannurik,Roman Nurik,User,"New York, NY",40.7127837,-74.0059413,New York,United States,439,2,13,2,10,6,46
wuhaoyu1990/MagicCamera,MagicCamera,Real-time Filter Camera&VideoRecorder And ImageEditor With Face Beauty For Android---包含美颜等40余种实时滤镜相机，可拍照、录像、图片修改,1534,594,Java,wuhaoyu1990,WuHaoyu,User,NanJing China,32.060255,118.796877,Nanjing,China,440,2,0,43,14,1,36
wenmingvs/AndroidProcess,AndroidProcess,判断App位于前台或者后台的6种方法,1533,322,Java,wenmingvs,wenmingvs,User,China-ShenZhen,22.543096,114.057865,Shenzhen,China,441,0,1,8,7,1,71
material-components/material-components-web,material-components-web,Modular and customizable Material Design UI components for the web,1528,71,JavaScript,material-components,Material Components,Organization,,,,,,442,4,49,77,25,162,443
airbnb/knowledge-repo,knowledge-repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,1527,115,Python,airbnb,Airbnb,Organization,San Francisco,37.7749295,-122.4194155,San Francisco,United States,443,5,107,36,35,13,215
florent37/DiagonalLayout,DiagonalLayout,With Diagonal Layout explore new styles and approaches on material design,1525,167,Java,florent37,Florent CHAMPIGNY,User,France,46.227638,2.213749,,France,444,0,1,2,5,2,31
markerikson/redux-ecosystem-links,redux-ecosystem-links,"A categorized list of Redux-related addons, libraries, and utilities",1522,73,,markerikson,Mark Erikson,User,"OH, USA",40.4172871,-82.907123,,United States,445,0,28,0,5,17,131
DKirwan/calendar-heatmap,calendar-heatmap,A d3 heatmap for representing time series data similar to github's contribution chart,1521,74,JavaScript,DKirwan,Darragh Kirwan,User,"Galway, Ireland",53.270668,-9.0567905,Galway,Ireland,446,1,11,2,8,9,68
zonination/investing,investing,Investing Returns on the Market as a Whole,1517,77,R,zonination,Zoni Nation,User,Dorne,51.04696,5.62756,Dorne,Belgium,448,0,2,0,2,1,71
a0viedo/demystifying-js-engines,demystifying-js-engines,A list of resources about JavaScript engines,1517,38,,a0viedo,Alejandro Oviedo,User,"Buenos Aires, Argentina",-34.6036844,-58.3815591,Buenos Aires,Argentina,448,0,0,2,1,1,9
firebase/quickstart-android,quickstart-android,Firebase Quickstart Samples for Android,1517,1400,Java,firebase,Firebase,Organization,"San Francisco, CA",37.7749295,-122.4194155,San Francisco,United States,448,1,52,17,128,20,281
MichaelHuyp/Bilibili_Wuxianda,Bilibili_Wuxianda,高仿Bilibili客户端 - ( ゜- ゜)つロ 乾杯~,1515,389,Objective-C,MichaelHuyp,胡云鹏,User, Bei Jing China,39.904211,116.407395,Beijing,China,450,0,0,18,9,1,28
joshnewlan/say_what,say_what,Using speech-to-text to fully check out during con calls,1509,91,Python,joshnewlan,Josh Newlan,User,Shanghai,31.230416,121.473701,Shanghai,China,451,0,2,1,0,3,18
MagicStack/asyncpg,asyncpg,A fast PostgreSQL Database Client Library for Python/asyncio,1506,43,Python,MagicStack,magicstack,Organization,"Toronto, Canada",43.653226,-79.3831843,Toronto,Canada,452,1,6,13,38,6,346
uber/react-vis,react-vis,,1505,83,JavaScript,uber,Uber,Organization,,,,,,453,3,106,34,64,19,361
sohutv/cachecloud,cachecloud,搜狐视频(sohu tv)Redis私有云平台,1504,545,Java,sohutv,sohutv,User,,,,,,454,5,7,21,34,6,299
terkelg/ramme,ramme,📷  Unofficial Instagram Desktop App,1500,130,JavaScript,terkelg,Terkel,User,"Los Angeles, CA",34.0522342,-118.2436849,Los Angeles,United States,455,2,27,8,42,8,78
clauderic/react-infinite-calendar,react-infinite-calendar,"✨ Infinite scrolling date-picker built with React, with localization, themes, keyboard support, and more.",1494,88,JavaScript,clauderic,Claudéric Demers,User,"Montreal, Canada",45.5016889,-73.567256,Montreal,Canada,456.5,3,8,17,37,2,128
iammert/MaterialIntroView,MaterialIntroView,Material Intro View is a showcase android library.,1494,237,Java,iammert,Mert Şimşek,User,İstanbul/Turkey,41.0082376,28.9783589,Istanbul,Turkey,456.5,3,11,27,18,5,89
threepointone/glamor,glamor,inline css for react et al,1493,53,JavaScript,threepointone,Sunil Pai,User,"Bangalore, India",12.9715987,77.5945627,Bengaluru,India,458,1,44,25,106,25,631
ldoublem/LoadingView,LoadingView,a simple loadingview for android with animation,1491,265,Java,ldoublem,ldoublem,User,"HangZhou,China",30.274085,120.15507,Hangzhou,China,459.5,2,0,2,5,1,57
google/wycheproof,wycheproof,Project Wycheproof tests crypto libraries against known attacks.,1491,125,Java,google,Google,Organization,,,,,,459.5,5,0,8,0,2,8
andywer/webpack-blocks,webpack-blocks,📦 Configure webpack using functional feature blocks.,1490,28,JavaScript,andywer,Andy Wermke,User,"Leipzig, Germany",51.3396955,12.3730747,Leipzig,Germany,461,5,31,10,21,6,205
tencent-wechat/phxsql,phxsql,A high availability MySQL cluster that guarantees data consistency between a master and slaves.,1484,359,C++,tencent-wechat,WeChat,User,China,35.86166,104.195397,,China,462,0,3,11,82,6,117
Dimezis/BlurView,BlurView,Dynamic iOS-like blur of underlying Views for Android,1483,135,Java,Dimezis,Dmitry Saviuk,User,Krakow,50.0646501,19.9449799,Kraków,Poland,463,0,3,5,26,2,157
codeestX/GeekNews,GeekNews,A pure reading App based on Material Design + MVP + RxJava + Retrofit + Dagger2 + Realm + Glide,1481,381,Java,codeestX,Est,User,"Shanghai, China",31.230416,121.473701,Shanghai,China,465,0,4,9,29,1,67
bikkelbroeders/TouchBarDemoApp,TouchBarDemoApp,Allows you to use your macOS Touch Bar from an iPad (through USB connection) or on-screen by pressing the Fn-key.,1481,117,Objective-C,bikkelbroeders,Bikkelbroeders,Organization,Delft,52.0115769,4.3570677,Delft,Netherlands,465,0,4,22,63,6,48
asLody/VirtualApp,VirtualApp,An open source implementation of MultiAccount.(Support 4.0 - N).,1481,406,Java,asLody,Lody,User,China,35.86166,104.195397,,China,465,0,79,36,59,19,590
jareware/css-architecture,css-architecture,"8 simple rules for a robust, scalable CSS architecture",1480,64,,jareware,Jarno Rantanen,User,"Helsinki, Finland",60.1698557,24.938379,Helsinki,Finland,467,1,0,7,2,1,11
ltebean/Live,Live,Demonstrate how to build a live broadcast app(Swift 3),1478,234,Swift,ltebean,Leo,User,"Shanghai, China",31.230416,121.473701,Shanghai,China,468,0,1,6,12,2,45
Zomato/AndroidPhotoFilters,AndroidPhotoFilters,"AndroidPhotoFilters aims to provide fast, powerful and flexible image processing instrument for creating awesome effects on any image media.",1477,210,Java,Zomato,Zomato,Organization,"Gurgaon, India",28.4594965,77.0266383,Gurugram,India,469.5,1,3,2,5,2,29
clauderic/react-sortable-hoc,react-sortable-hoc,"✌️ A set of higher-order components to turn any list into an animated, touch-friendly, sortable list.",1477,109,JavaScript,clauderic,Claudéric Demers,User,"Montreal, Canada",45.5016889,-73.567256,Montreal,Canada,469.5,1,32,17,65,23,148
Ashok-Varma/BottomNavigation,BottomNavigation,This Library helps users to use Bottom Navigation Bar (A new pattern from google) with ease and allows ton of customizations,1476,290,Java,Ashok-Varma,Ashok Varma,User,India,20.593684,78.96288,,India,471,0,16,28,53,3,113
Bilibili/MagicaSakura,MagicaSakura,MagicaSakura 是 Android 多主题框架。~ is an Android multi theme library which supporting both daily colorful theme and night theme. ,1465,226,Java,Bilibili,Bilibili,Organization,"Shanghai, China",31.230416,121.473701,Shanghai,China,472,0,3,2,12,5,33
datasciencebr/serenata-de-amor,serenata-de-amor,🕵 Fighting corruption with data and SCIENCE!,1464,273,HTML,datasciencebr,Data Science Brigade,Organization,,,,,,473,11,85,39,38,31,275
Cosmo/TinyConsole,TinyConsole,🚦📱 A tiny log console to display information while using your iOS app. Written in Swift 3.,1462,36,Swift,Cosmo,Devran Ünal,User,"Munich, Germany",48.1351253,11.5819806,Munich,Germany,474.5,3,14,1,6,4,72
panzerdp/voca,voca,The ultimate JavaScript string library,1462,42,JavaScript,panzerdp,Dmitri Pavlutin,User,Europe,54.5259614,15.2551187,,,474.5,0,5,2,13,6,486
leancloud/ChatKit-OC,ChatKit-OC,"An IM App UI Framework, support sending text, pictures, audio, video, location messaging, managing address book, more interesting features. Server is available Both in China and US. ",1461,300,Objective-C,leancloud,LeanCloud,Organization,China,35.86166,104.195397,,China,476,0,87,57,96,8,504
jgraph/draw.io,draw.io,Source to www.draw.io,1457,464,JavaScript,jgraph,JGraph,Organization,England/Switerzland,,,,,477,0,6,7,30,4,81
HiFaraz/node-playbook,node-playbook,Get started fast with Node.js,1455,54,,HiFaraz,Faraz,User,,,,,,478,0,16,7,15,11,114
AlloyTeam/AlloyFinger,AlloyFinger,super tiny size multi-touch gestures library for the web. 　　　You can touch this →,1454,245,JavaScript,AlloyTeam,腾讯 AlloyTeam,Organization,"中国深圳(Shenzhen, China)",22.543096,114.057865,Shenzhen,China,479,0,3,26,3,3,74
nathancahill/Anycomplete,Anycomplete,The magic of Google Autocomplete while you're typing. Anywhere.,1451,37,Lua,nathancahill,Nathan Cahill,User,,,,,,480.5,0,10,3,13,6,37
nnupoor/js_designpatterns,js_designpatterns,,1451,111,JavaScript,nnupoor,Neha Nupoor,User,,,,,,480.5,0,32,0,1,8,62
romandanylyk/PageIndicatorView,PageIndicatorView,An page indicator for Android ViewPager,1449,152,Java,romandanylyk,Roman Danylyk,User,"Lviv, Ukraine",49.839683,24.029717,Lviv,Ukraine,482,0,4,1,8,2,138
shoutem/ui,ui,Customizable set of components for React Native applications,1447,106,JavaScript,shoutem,Shoutem,Organization,"NYC, New York",40.7127837,-74.0059413,New York,United States,483,1,57,13,49,14,125
rekihattori/awesome-programmers,awesome-programmers,A list of history's greatest,1446,71,CSS,rekihattori,Reki Hattori,User,"Brooklyn, NY",40.6781784,-73.9441579,,United States,484.5,6,11,4,5,10,322
wireapp/wire-android,wire-android,Wire Android Client,1446,232,Java,wireapp,Wire Swiss GmbH,Organization,,,,,,484.5,3,301,66,62,14,742
GoogleChrome/ui-element-samples,ui-element-samples,A collection of prototyped UI elements,1445,243,JavaScript,GoogleChrome,,Organization,,,,,,486,6,35,20,10,15,122
hwdsl2/setup-ipsec-vpn,setup-ipsec-vpn,"Scripts to build your own IPsec VPN server, with IPsec/L2TP and Cisco IPsec on Ubuntu, Debian and CentOS",1443,357,Shell,hwdsl2,Lin Song,User,United States,37.09024,-95.712891,,United States,487,0,11,0,84,5,231
