full_name, stars, forks, description, language
albertodebortoli/Skopelos, 159, 11, "A minimalistic, thread safe, non-boilerplate and super easy to use version of Active Record on Core Data. Simply all you need for doing Core Data. Swift flavour.", Swift
ruslanskorb/RSKCollectionViewRetractableFirstItemLayout, 156, 17, "A light-weight UICollectionViewFlowLayout subclass that allows the first item to be retractable.", Swift
lorentey/SipHash, 155, 3, "Simple and secure hashing in Swift with the SipHash algorithm", Swift
dduan/needless, 155, 2, "A utility to find needless words in Swift function names.", Swift
ming1016/SMCheckProject, 153, 24, "使用Swift3开发了个MacOS的程序可以检测出objc项目中无用方法，然后一键全部清理", Swift
mattgallagher/CwlSignal, 152, 11, "A Swift framework for reactive programming.", Swift
Boris-Em/NightView, 152, 10, "Dazzling Nights on iOS. ", Swift
marty-suzuki/HoverConversion, 151, 14, "HoverConversion realized vertical paging with UITableView. UIViewController will be paged when reaching top or bottom of UITableView contentOffset.", Swift
BalestraPatrick/VideoToGIF, 151, 11, "A simple Mac app to easily convert videos to GIF.", Swift
jordidekock/Colorblinds, 151, 11, "Colorblinds is an easy to use library so simulate color blindness in your app", Swift
teddylong/iOSGank, 146, 19, "ios client for gank.io (已上架,现在版本2.0)", Swift
Raizlabs/BentoMap, 143, 5, "Map Clustering for Swift.", Swift
coderwhy/DouYuZB, 143, 52, "模仿斗鱼TV", Swift
tomkowz/NetworkLayerExample, 141, 11, "Demo project for the article: http://szulctomasz.com/how-do-I-build-a-network-layer/ (Swift 3)", Swift
nishimao/FeedbackKit, 141, 9, "This is useful tool to send feedback in ios app development.", Swift
instacart/TrueTime.swift, 139, 8, "NTP library for Swift and Objective-C. Get the true time impervious to device clock changes.", Swift
wess/overlook, 134, 12, "The Judge, Jury and Executioner for the file system", Swift
qiuncheng/FontAwesomeKit.Swift, 132, 6, "😀😘A better choice for iOS Developer to use FontAwesome Icon with UI.😍", Swift
harlanhaskins/trill, 131, 2, "A simple, type safe, compiled language inspired by (and written in) Swift", Swift
twostraws/SwiftGD, 130, 4, "A simple Swift wrapper for libgd", Swift
AndrewGene/EasyUITextFields, 130, 6, "Easy Text Fields", Swift
evermeer/AttributedTextView, 125, 13, "Easiest way to create an attributed UITextView with support for multiple links.", Swift
nunogoncalves/iOS-MultiSelectionTable, 123, 4, "Beautiful way of having a multi-selection table on iOS written in Swift", Swift
cemolcay/ImageFreeCut, 123, 6, "A UIView subclass lets you draw a path over an image and crops that part.", Swift
zekunyan/TTGBingWallPaper, 122, 17, "Mac menubar app. Automate download daily picture from Microsoft Bing website and set it as your wallpaper. Written in Swift3.", Swift
Fnoz/FNUrlRoute, 122, 10, "Swift 路由框架：iOS 基于页面、模块的路由框架，解耦神器。", Swift
ole/Ampere, 121, 5, "Adding multiplication and division to the units of measurement types in Foundation.", Swift
LeonardoCardoso/AudioIndicatorBars, 121, 10, "AIB indicates for your app users which audio is playing. Just like the Podcasts app.", Swift
khanlou/Promise, 120, 11, "A Promise library for Swift, based partially on Javascript's A+ spec", Swift
Herb-Sun/OKKLineSwift, 119, 15, "用Swift3实现的绘制股票K线库 for iOS", Swift
victorBaro/AlgoGraphics, 119, 8, "Random visualizations", Swift
thomaspaulmann/HeartControl, 118, 11, "❤️ Continuous heart rate measurement during workouts with watchOS 3.", Swift
pokeweak/pokemon-weakness-ios, 117, 29, "Source code for Pokemon Weakness iOS application :rocket:", Swift
VivaReal/Compose, 117, 15, "Compose is a library that helps you compose complex and dynamic views.", Swift
vitormesquita/Malert, 117, 4, "Custom alert View to iOS applications", Swift
CoderZhuXH/XHToastSwift, 116, 48, "Swift,简洁轻便提示工具,一行代码既可完成提示信息显示  - 支持自定义显示位置及停留时间.", Swift
Techprimate/TPPDF, 114, 14, "TPPDF is a simple-to-use PDF builder for iOS", Swift
taglia3/CircularSlider, 112, 11, "A powerful Circular Slider. It's written in Swift, it's 100% IBDesignable and all parameters are IBInspectable.", Swift
MosheBerman/Precalc, 112, 6, "This repo contains some code which can graph equations in a UIView.", Swift
s1ddok/Fiber2D, 111, 8, "Cross-platform 2D Game Engine in pure Swift", Swift
hyperoslo/Simulator, 111, 10, "📱 Navigate to your app folders quickly", Swift
carambalabs/UnsplashKit, 111, 2, "Swift client for Unsplash", Swift
sergdort/XcodeEquatableGenerator, 110, 10, "Xcode 8 Source Code Extension will generate conformance to Swift Equatable protocol based on type and fields selection.", Swift
lsapan/pgoapi-swift, 108, 40, "A Pokemon GO API library for Swift", Swift
EurekaCommunity/GenericPasswordRow, 107, 14, "A row for Eureka to implement password validations.", Swift
LeoMobileDeveloper/ImageMaskTransition, 107, 9, "Elegant image transition between view controllers,support both Modal and Push", Swift
TBXark/TKRadarChart, 107, 13, "A customizable radar chart  in Swift", Swift
andrealufino/Luminous, 106, 7, "Luminous gives you all the system information you need!", Swift
ktanaka117/ScrollingFollowView, 104, 7, "ScrollingFollowView is a simple view which follows UIScrollView scrolling.", Swift
xxxAIRINxxx/VHUD, 104, 15, "Simple HUD.", Swift
iMasanari/cmd-eikana, 103, 13, "左右のコマンドキーを単体で押した時に英数/かなを切り替えるようにするアプリ。その他キーのリマップも可能。", Swift
unixzii/CVPasscodeController, 103, 15, "A native looks passcode input interface.", Swift
v-braun/VBPiledView, 101, 16, "Simple and beautiful stacked UIView to use as a replacement for an UITableView, UIImageView or as a menu", Swift
Boris-Em/Cloudy, 100, 17, "Random Cloudy Skies for iOS.", Swift
fogleman/primitive, 5648, 232, "Reproducing images with geometric primitives.", Go
alexflint/gallium, 2990, 91, "Build desktop applications in Go and HTML.", Go
davecheney/httpstat, 2733, 104, "It's like curl -v, with colours. ", Go
sourcegraph/thyme, 1786, 48, "Automatically track which applications you use and for how long.", Go
Netflix/chaosmonkey, 1676, 66, "Chaos Monkey is a resiliency tool that helps applications tolerate random instance failures.", Go
anthonynsimon/bild, 1340, 52, "A collection of parallel image processing algorithms in pure Go", Go
tidwall/buntdb, 1315, 77, "BuntDB is a fast, embeddable, in-memory key/value database for Go with custom indexing and geospatial support", Go
iamduo/workq, 1242, 60, "Job server in Go", Go
gravitational/teleconsole, 1225, 51, "Command line tool to share your UNIX terminal and forward local TCP ports to people you trust.", Go
google/gops, 1170, 44, "A tool to list and diagnose Go processes currently running on your system", Go
tockins/realize, 1008, 31, "Go build system with file watchers, live reload and output streams. Run, build and watch file changes with custom paths", Go
ok-borg/borg, 978, 26, "Search and save shell snippets without leaving your terminal", Go
google/netstack, 925, 53, "IPv4 and IPv6 userland network stack", Go
tidwall/gjson, 866, 39, "Get JSON values very quickly in Go", Go
shiyanhui/dht, 813, 134, "BitTorrent DHT Protocol && DHT Spider", Go
natefinch/gorram, 775, 15, "It's like go run for any go function", Go
chewxy/gorgonia, 758, 66, "Gorgonia is a library that helps facilitate machine learning in Go.", Go
rook/rook, 751, 28, "Open, Cloud Native, and Universal Distributed Storage", Go
tidwall/summitdb, 742, 28, "In-memory NoSQL database with ACID transactions, Raft consensus, and Redis API", Go
jaksi/sshesame, 721, 18, "A fake SSH server that lets everyone in and logs their activity", Go
tidwall/redcon, 720, 13, "Fast Redis compatible server framework for Go", Go
chain/chain, 705, 92, "Chain Core Developer Edition", Go
puma/puma-dev, 697, 22, "A tool to manage rack apps in development with puma", Go
jpmorganchase/quorum, 665, 68, "A permissioned implementation of Ethereum supporting data privacy", Go
slackhq/go-audit, 629, 25, "go-audit is an alternative to the auditd daemon that ships with many distros", Go
wcharczuk/go-chart, 629, 30, "go chart is a basic charting library in native golang.", Go
GoASTScanner/gas, 617, 22, "Go AST Scanner", Go
go-gitea/gitea, 617, 62, "Gitea: Git with a cup of tea", Go
blox/blox, 610, 38, "Open source tools for building custom schedulers on Amazon ECS", Go
rakyll/hey, 608, 48, "HTTP load generator, ApacheBench (ab) replacement, formerly known as rakyll/boom", Go
oklog/ulid, 600, 8, "Universally Unique Lexicographically Sortable Identifier (ULID) in Go", Go
irfansharif/cfilter, 587, 19, "Cuckoo Filter implementation in Go, better than Bloom Filters", Go
Dataman-Cloud/crane, 583, 129, "Yet another control plane based on docker built-in swarmkit", Go
sidkshatriya/dontbug, 581, 7, "Dontbug is a reverse debugger for PHP", Go
dop251/goja, 570, 14, "ECMAScript 5.1(+) implementation written in Go", Go
Luxurioust/excelize, 566, 37, "Golang library for reading and writing Microsoft Excel (XLSX) files.", Go
huydx/hget, 541, 25, "rocket fast, interruptable, resumable download accelerator written in golang", Go
kelseyhightower/kube-cert-manager, 534, 36, "Manage Lets Encrypt certificates for a Kubernetes cluster.", Go
domodwyer/cryptic, 516, 11, "A sensible secret management toolkit (and Go library) for admins and programmers", Go
samonzeweb/godb, 486, 14, "A Go query builder and struct mapper.", Go
hyperledger/fabric, 481, 565, "Read-only mirror of https://gerrit.hyperledger.org/r/#/admin/projects/fabric", Go
a8m/djson, 464, 7, "Fast Go decoder for dynamic JSON", Go
eawsy/aws-lambda-go, 455, 22, "A fast and clean way to execute Go on AWS Lambda.", Go
bouk/staticfiles, 442, 6, "staticfiles compiles a directory of files into an embeddable .go file", Go
facebookincubator/dhcplb, 429, 34, "dhcplb is Facebook's implementation of a load balancer for DHCP.", Go
mhausenblas/dnpipes, 423, 7, "Distributed Named Pipes", Go
krotik/eliasdb, 403, 15, "EliasDB is a graph based database.", Go
pforemski/dingo, 399, 26, "A DNS client in Go that supports Google DNS over HTTPS", Go
gitql/gitql, 395, 12, "SQL interface to Git repositories, written in Go.", Go
gokcehan/lf, 392, 18, "A terminal file manager", Go
huacnlee/flora-kit, 384, 46, "💐 基于 shadowsocks-go 做的完善实现，自动网络分流，完全兼容 Surge 的配置文件。", Go
chrislusf/gleam, 378, 21, "Fast, efficient, and scalable distributed map/reduce system written in pure Go and LuaJIT, combining Go's high concurrency with LuaJIT's high performance, runs standalone or distributed.", Go
fission/fission, 370, 24, "Fast Serverless Framework for Kubernetes", Go
digitalocean/vulcan, 367, 13, "Vulcan is an extension to Prometheus for long-term storage and high-cardinality labels", Go
Requilence/integram, 359, 14, "Integrate Telegram into your workflow – https://integram.org", Go
kelseyhightower/konfd, 340, 12, "Manage application configuration using Kubernetes secrets, configmaps, and Go templates.", Go
Qihoo360/poseidon, 339, 82, "A search engine which can hold 100 trillion lines of log data.", Go
donutloop/mux, 332, 13, "mux is a lightweight HTTP request router", Go
kubernetes-incubator/cri-o, 331, 46, "Open Container Initiative-based implementation of Kubernetes Container Runtime Interface", Go
github/orchestrator, 325, 16, "MySQL replication topology management and HA", Go
travisjeffery/jocko, 315, 15, "Kafka implemented in Golang", Go
gocelery/gocelery, 314, 9, "Celery Distributed Task Queue in Go", Go
tidwall/finn, 310, 8, "Fast Raft framework using the Redis protocol for Go", Go
caicloud/cyclone, 301, 43, "A cloud native CI/CD platform built for container workflow", Go
json-iterator/go, 285, 23, "jsoniter (json-iterator) is fast and flexible JSON parser available in Java and Go", Go
radovskyb/go-packages, 282, 18, "A large repository of code and documented examples for Go's standard package library.", Go
google/godepq, 278, 12, "", Go
uber-go/ratelimit, 275, 7, "A Golang blocking leaky-bucket rate limit implementation", Go
goreleaser/releaser, 274, 8, "Deliver Go binaries as fast and easily as possible", Go
asobti/kube-monkey, 274, 8, "An implementation of Netflix's Chaos Monkey for Kubernetes clusters", Go
cstockton/go-conv, 272, 1, "Fast conversions across various Go types including maps and slices with a simple API.", Go
haya14busa/reviewdog, 269, 8, ":dog: A code review dog who keeps your codebase healthy", Go
square/sharkey, 268, 10, "Sharkey is a service for managing certificates for use by OpenSSH", Go
oelmekki/pgrebase, 258, 8, "Easy postgres codebase management - aka postgres non data live reload", Go
mikaa123/imapmq, 255, 4, ":inbox_tray: IMAP based message broker client", Go
ryhanson/phishery, 253, 39, "An SSL Enabled Basic Auth Credential Harvester with a Word Document Template URL Injector", Go
johnathanhowell/masterkey, 252, 14, "secure interactive password manager using NACL and Go", Go
nuveo/prest, 245, 9, "Serve a RESTful API from any PostgreSQL database", Go
kelseyhightower/vault-controller, 232, 13, "Automate the creation of unique Vault tokens for Kubernetes Pods using init containers.", Go
erroneousboat/slack-term, 231, 13, "Slack client for your terminal", Go
apprenda/kismatic, 231, 21, "Kismatic Enterprise Toolkit: Fully-Automated, Production-Grade Kubernetes Operations", Go
neelance/graphql-go, 224, 11, "GraphQL server with a focus on ease of use", Go
geohot/lolrecaptcha, 219, 9, "We try to break the recaptcha for the Merry Christmas for all!", Go
valyala/httpteleport, 219, 9, "Transfer 10Gbps http traffic over 1Gbps networks :)", Go
timakin/gopli, 219, 4, "DB replication tool to synchronize data with multi environments written in Golang.", Go
PalmStoneGames/kube-cert-manager, 218, 24, "Manage Lets Encrypt certificates for a Kubernetes cluster.", Go
